,FD_Name,State,Region,Member_Status,File_Name,Respondent_ID,Date,Week,Transaction_Nature,Transaction_Type,Transaction_Category1,Transaction_Name,Transaction_Amount,Transaction_Comment
288,Midline Financial Diaries,kebbi,maiyama,NON WAG,kebbi-maiyama-NON WAG-12/13/21,BL02-WAG-Maiyama-WK2,12/13/21,2,Fixed,Income,Woman Personal,petty,80906,
289,Midline Financial Diaries,kebbi,maiyama,WAG,kebbi-maiyama-WAG-12/13/21,BL02-WAG-Maiyama-WK2,12/13/21,2,Fixed,Income,Business,Business.,45482,
290,Baseline Financial Diaries_2,kebbi,maiyama,NON WAG,kebbi-maiyama-NON WAG-12/13/21,BL02-WAG-Maiyama-WK2,12/13/21,2,Fixed,Expenditure,Agriculture,Food,5076,"Rice,"
291,Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi-maiyama-WAG-12/13/21,BL02-WAG-Maiyama-WK2,12/13/21,2,Variable,Expenditure,Health Care,Medication,98905,A
292,Baseline Financial Diaries_2,kebbi,maiyama,NON WAG,kebbi-maiyama-NON WAG-12/13/21,BL02-WAG-Maiyama-WK2,12/13/21,2,Variable,Expenditure,Woman Personal,makeup,121626,She
293,Baseline Financial Diaries_2,kebbi,maiyama,WAG,kebbi-maiyama-WAG-12/13/21,BL02-WAG-Maiyama-WK2,12/13/21,2,Variable,Expenditure,Household,clothes,169979,She
294,Baseline Financial Diaries_2,kebbi,maiyama,NON WAG,kebbi-maiyama-NON WAG-12/6/21,BL02-WAG-Maiyama-WK1,12/6/21,1,Fixed,Income,Woman Personal,Tailoring/petty,136535,
295,Baseline Financial Diaries_2,kebbi,maiyama,NON WAG,kebbi-maiyama-NON WAG-12/6/21,BL02-WAG-Maiyama-WK1,12/6/21,1,Fixed,Income,Business,Business.,115274,
296,Midline Financial Diaries,kebbi,maiyama,NON WAG,kebbi-maiyama-NON WAG-12/6/21,BL02-WAG-Maiyama-WK1,12/6/21,1,Fixed,Expenditure,Woman Personal,Fresh,28637,She
297,Baseline Financial Diaries_2,kebbi,maiyama,WAG,kebbi-maiyama-WAG-12/6/21,BL02-WAG-Maiyama-WK1,12/6/21,1,Fixed,Expenditure,Woman Personal,meat,30366,Her
298,Midline Financial Diaries,kebbi,maiyama,WAG,kebbi-maiyama-WAG-12/6/21,BL02-WAG-Maiyama-WK1,12/6/21,1,Fixed,Expenditure,Household,Groceries,25114,Husband
299,Baseline Financial Diaries_2,kebbi,maiyama,WAG,kebbi-maiyama-WAG-12/6/21,BL02-WAG-Maiyama-WK1,12/6/21,1,Fixed,Expenditure,Children,Snacks,91072,She
300,Midline Financial Diaries,kebbi,maiyama,NON WAG,kebbi-maiyama-NON WAG-12/6/21,BL02-WAG-Maiyama-WK1,12/6/21,1,Variable,Expenditure,Health Care,Medication,21836,Her
301,Baseline Financial Diaries_2,kebbi,maiyama,WAG,kebbi-maiyama-WAG-12/6/21,BL02-WAG-Maiyama-WK1,12/6/21,1,Variable,Expenditure,Woman Personal,makeup,107593,She
302,Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi-maiyama-NON WAG-12/6/21,BL02-WAG-Maiyama-WK1,12/6/21,1,Variable,Expenditure,Household,clothes,17698,She
303,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/6/21,BL03-NWAG-GURARA-WK 1,12/6/21,1,Fixed,Income,Woman Personal,Income,39560,
304,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/6/21,BL03-NWAG-GURARA-WK 1,12/6/21,1,Fixed,Income,Miscellaneous,Income,116450,
305,Baseline Financial Diaries_2,niger,gurara,NON WAG,niger-gurara-NON WAG-12/6/21,BL03-NWAG-GURARA-WK 1,12/6/21,1,Fixed,Income,Woman Personal,Income,23166,
306,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/6/21,BL03-NWAG-GURARA-WK 1,12/6/21,1,Variable,Income,Agriculture,Income,15731,
307,Midline Financial Diaries,niger,gurara,WAG,niger-gurara-WAG-12/6/21,BL03-NWAG-GURARA-WK 1,12/6/21,1,Fixed,Expenditure,Investment,Purchase,16516,
308,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/6/21,BL03-NWAG-GURARA-WK 1,12/6/21,1,Fixed,Expenditure,Household,Purchase,71478,
309,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/6/21,BL03-NWAG-GURARA-WK 1,12/6/21,1,Fixed,Expenditure,Household,Purchase,22446,
310,Midline Financial Diaries,niger,gurara,WAG,niger-gurara-WAG-12/6/21,BL03-NWAG-GURARA-WK 1,12/6/21,1,Fixed,Expenditure,Business,Purchase,13297,Respondent
311,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/6/21,BL03-NWAG-GURARA-WK 1,12/6/21,1,Variable,Expenditure,Household,Purchase,25288,
312,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/6/21,BL03-NWAG-GURARA-WK 1,12/6/21,1,Variable,Expenditure,Investment,Purchase,1285,
313,Midline Financial Diaries,niger,gurara,NON WAG,niger-gurara-NON WAG-12/6/21,BL03-NWAG-GURARA-WK 1,12/6/21,1,Variable,Expenditure,Investment,Purchase,76965,
314,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/20/21,BL03-NWAG-GURARA-WK 3,12/20/21,3,Fixed,Income,Woman Personal,Income,112573,
315,Midline Financial Diaries,niger,gurara,WAG,niger-gurara-WAG-12/20/21,BL03-NWAG-GURARA-WK 3,12/20/21,3,Fixed,Income,Miscellaneous,Income,89351,
316,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/20/21,BL03-NWAG-GURARA-WK 3,12/20/21,3,Variable,Income,Business,Income,135946,
317,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/20/21,BL03-NWAG-GURARA-WK 3,12/20/21,3,Variable,Income,Gift,Monetary,50930,
318,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/20/21,BL03-NWAG-GURARA-WK 3,12/20/21,3,Variable,Income,Gift,Recharge,85252,
319,Midline Financial Diaries,niger,gurara,NON WAG,niger-gurara-NON WAG-12/20/21,BL03-NWAG-GURARA-WK 3,12/20/21,3,Fixed,Expenditure,Investment,Purchase,108975,
320,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/20/21,BL03-NWAG-GURARA-WK 3,12/20/21,3,Fixed,Expenditure,Household,Purchase,84582,
321,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/20/21,BL03-NWAG-GURARA-WK 3,12/20/21,3,Fixed,Expenditure,Household,Purchase,23632,
322,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/13/21,BL03-NWAG-GURARA-WK 2,12/13/21,2,Fixed,Income,Woman Personal,Income,42531,
323,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/13/21,BL03-NWAG-GURARA-WK 2,12/13/21,2,Fixed,Income,Miscellaneous,Income,44781,
324,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/13/21,BL03-NWAG-GURARA-WK 2,12/13/21,2,Variable,Income,Business,Income,164323,
325,Baseline Financial Diaries_2,niger,gurara,NON WAG,niger-gurara-NON WAG-12/13/21,BL03-NWAG-GURARA-WK 2,12/13/21,2,Variable,Income,Gift,Monetary,47877,
326,Midline Financial Diaries,niger,gurara,NON WAG,niger-gurara-NON WAG-12/13/21,BL03-NWAG-GURARA-WK 2,12/13/21,2,Variable,Income,Gift,Recharge,98821,
327,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/13/21,BL03-NWAG-GURARA-WK 2,12/13/21,2,Fixed,Expenditure,Investment,Purchase,163659,
328,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/13/21,BL03-NWAG-GURARA-WK 2,12/13/21,2,Fixed,Expenditure,Household,Purchase,175109,
329,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/13/21,BL03-NWAG-GURARA-WK 2,12/13/21,2,Fixed,Expenditure,Household,Purchase,102196,
330,Midline Financial Diaries,niger,gurara,WAG,niger-gurara-WAG-12/27/21,BL03-NWAG-GURARA-WK 4,12/27/21,4,Fixed,Income,Woman Personal,Income,25672,
331,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/27/21,BL03-NWAG-GURARA-WK 4,12/27/21,4,Fixed,Income,Business,Income,60576,
332,Midline Financial Diaries,niger,gurara,WAG,niger-gurara-WAG-12/27/21,BL03-NWAG-GURARA-WK 4,12/27/21,4,Fixed,Expenditure,Business,Purchase,164658,
333,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/27/21,BL03-NWAG-GURARA-WK 4,12/27/21,4,Fixed,Expenditure,Household,Purchase,107856,
334,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/27/21,BL03-NWAG-GURARA-WK 4,12/27/21,4,Variable,Expenditure,Investment,Purchase,40593,
335,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/27/21,BL03-NWAG-GURARA-WK 4,12/27/21,4,Variable,Expenditure,Children,Purchase,92857,
336,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/27/21,BL03-NWAG-GURARA-WK 4,12/27/21,4,Variable,Expenditure,Investment,Purchase,71213,
337,Midline Financial Diaries,niger,gurara,NON WAG,niger-gurara-NON WAG-12/27/21,BL03-NWAG-GURARA-WK 4,12/27/21,4,Variable,Expenditure,Investment,Purchase,55112,
338,Baseline Financial Diaries_2,niger,gurara,NON WAG,niger-gurara-NON WAG-12/4/21,BL04-WAG-GURARA-WK 1,12/4/21,1,Fixed,Income,Woman Personal,Income,2382,
339,Midline Financial Diaries,niger,gurara,WAG,niger-gurara-WAG-12/4/21,BL04-WAG-GURARA-WK 1,12/4/21,1,Fixed,Income,Household,Income,140074,
340,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/4/21,BL04-WAG-GURARA-WK 1,12/4/21,1,Variable,Income,Investment,Income,139973,
341,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/4/21,BL04-WAG-GURARA-WK 1,12/4/21,1,Variable,Income,Agriculture,Income,57593,
342,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/4/21,BL04-WAG-GURARA-WK 1,12/4/21,1,Fixed,Expenditure,Investment,Purchase,79871,
343,Midline Financial Diaries,niger,gurara,NON WAG,niger-gurara-NON WAG-12/4/21,BL04-WAG-GURARA-WK 1,12/4/21,1,Fixed,Expenditure,Investment,Purchase,124822,
344,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/4/21,BL04-WAG-GURARA-WK 1,12/4/21,1,Fixed,Expenditure,Business,Purchase,129050,
345,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/4/21,BL04-WAG-GURARA-WK 1,12/4/21,1,Fixed,Expenditure,Household,Purchase,172108,
346,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/4/21,BL04-WAG-GURARA-WK 1,12/4/21,1,Fixed,Expenditure,Household,Purchase,81192,
347,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/4/21,BL04-WAG-GURARA-WK 1,12/4/21,1,Variable,Expenditure,Household,Purchase,129377,
348,Baseline Financial Diaries_2,niger,gurara,NON WAG,niger-gurara-NON WAG-12/4/21,BL04-WAG-GURARA-WK 1,12/4/21,1,Variable,Expenditure,Gift,Purchase,17984,
349,Midline Financial Diaries,niger,gurara,NON WAG,niger-gurara-NON WAG-12/11/21,BL04-WAG-GURARA-WK 2,12/11/21,2,Fixed,Income,Woman Personal,Income,65052,
350,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/11/21,BL04-WAG-GURARA-WK 2,12/11/21,2,Fixed,Income,Household,Income,100568,
351,Midline Financial Diaries,niger,gurara,WAG,niger-gurara-WAG-12/11/21,BL04-WAG-GURARA-WK 2,12/11/21,2,Fixed,Expenditure,Investment,Purchase,24920,
352,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/11/21,BL04-WAG-GURARA-WK 2,12/11/21,2,Fixed,Expenditure,Business,Purchase,126275,
353,Midline Financial Diaries,niger,gurara,NON WAG,niger-gurara-NON WAG-12/11/21,BL04-WAG-GURARA-WK 2,12/11/21,2,Fixed,Expenditure,Business,Purchase,67431,
354,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/11/21,BL04-WAG-GURARA-WK 2,12/11/21,2,Fixed,Expenditure,Household,Purchase,173510,
355,Baseline Financial Diaries_2,niger,gurara,NON WAG,niger-gurara-NON WAG-12/11/21,BL04-WAG-GURARA-WK 2,12/11/21,2,Fixed,Expenditure,Investment,Purchase,7710,
356,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/18/21,BL04-WAG-GURARA-WK 3,12/18/21,3,Fixed,Income,Woman Personal,Income,135600,
357,Midline Financial Diaries,niger,gurara,NON WAG,niger-gurara-NON WAG-12/18/21,BL04-WAG-GURARA-WK 3,12/18/21,3,Fixed,Income,Household,Income,57725,
358,Midline Financial Diaries,niger,gurara,WAG,niger-gurara-WAG-12/18/21,BL04-WAG-GURARA-WK 3,12/18/21,3,Variable,Income,Children,Money,45450,
359,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/18/21,BL04-WAG-GURARA-WK 3,12/18/21,3,Fixed,Expenditure,Investment,Purchase,104199,
360,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/18/21,BL04-WAG-GURARA-WK 3,12/18/21,3,Fixed,Expenditure,Investment,Purchase,119244,
361,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/18/21,BL04-WAG-GURARA-WK 3,12/18/21,3,Fixed,Expenditure,Household,Purchase,167500,
362,Midline Financial Diaries,niger,gurara,WAG,niger-gurara-WAG-12/18/21,BL04-WAG-GURARA-WK 3,12/18/21,3,Fixed,Expenditure,Household,Purchase,94584,
363,Baseline Financial Diaries_2,niger,gurara,NON WAG,niger-gurara-NON WAG-12/18/21,BL04-WAG-GURARA-WK 3,12/18/21,3,Fixed,Expenditure,Household,Purchase,50511,
364,Midline Financial Diaries,niger,gurara,WAG,niger-gurara-WAG-12/18/21,BL04-WAG-GURARA-WK 3,12/18/21,3,Fixed,Expenditure,Household,Purchase,92630,
365,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/18/21,BL04-WAG-GURARA-WK 3,12/18/21,3,Variable,Expenditure,Woman Personal,Cost,42467,
366,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Fixed,Income,Woman Personal,Income,17409,
367,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Fixed,Income,Household,Income,98348,
368,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Variable,Income,Business,Income,109556,
369,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Variable,Income,Household,Income,40636,
370,Baseline Financial Diaries_1,niger,gurara,WAG,niger-gurara-WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Variable,Income,Investment,Income,6322,
371,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Fixed,Expenditure,Investment,Purchase,107993,
372,Baseline Financial Diaries_2,niger,gurara,WAG,niger-gurara-WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Fixed,Expenditure,Investment,Purchase,141215,
373,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Fixed,Expenditure,Business,Purchase,41468,
374,Midline Financial Diaries,niger,gurara,WAG,niger-gurara-WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Variable,Expenditure,Household,Cost,70708,
375,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Variable,Expenditure,Investment,Cost,60254,
376,Baseline Financial Diaries_2,niger,gurara,NON WAG,niger-gurara-NON WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Variable,Expenditure,Household,Cost,173731,
377,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Variable,Expenditure,Children,Cost,120303,
378,Midline Financial Diaries,niger,gurara,WAG,niger-gurara-WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Variable,Expenditure,Children,Cost,176736,
379,Baseline Financial Diaries_2,niger,gurara,NON WAG,niger-gurara-NON WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Variable,Expenditure,Business,Cost,34850,
380,Baseline Financial Diaries_1,niger,gurara,NON WAG,niger-gurara-NON WAG-12/25/21,BL04-WAG-GURARA-WK 4,12/25/21,4,Variable,Expenditure,Household,Safety,140649,
381,Baseline Financial Diaries_1,niger,agaie,WAG,niger-agaie-WAG-12/9/21,BL01-NWAG-AGAIE-WK 1,12/9/21,1,Fixed,Income,Business,Income,176235,
382,Baseline Financial Diaries_2,niger,agaie,WAG,niger-agaie-WAG-12/9/21,BL01-NWAG-AGAIE-WK 1,12/9/21,1,Fixed,Income,Household,Income,46605,
383,Baseline Financial Diaries_2,niger,agaie,WAG,niger-agaie-WAG-12/9/21,BL01-NWAG-AGAIE-WK 1,12/9/21,1,Variable,Income,Business,Income,86809,
384,Midline Financial Diaries,niger,agaie,NON WAG,niger-agaie-NON WAG-12/9/21,BL01-NWAG-AGAIE-WK 1,12/9/21,1,Variable,Income,Children,Income,52887,
385,Baseline Financial Diaries_2,niger,agaie,NON WAG,niger-agaie-NON WAG-12/9/21,BL01-NWAG-AGAIE-WK 1,12/9/21,1,Variable,Income,Household,Financial,70803,
386,Baseline Financial Diaries_1,niger,agaie,NON WAG,niger-agaie-NON WAG-12/9/21,BL01-NWAG-AGAIE-WK 1,12/9/21,1,Fixed,Expenditure,Household,Cost,155219,
387,Baseline Financial Diaries_2,niger,agaie,WAG,niger-agaie-WAG-12/9/21,BL01-NWAG-AGAIE-WK 1,12/9/21,1,Fixed,Expenditure,Household,Cost,62081,
388,Baseline Financial Diaries_2,niger,agaie,WAG,niger-agaie-WAG-12/9/21,BL01-NWAG-AGAIE-WK 1,12/9/21,1,Fixed,Expenditure,Household,Cost,120412,
389,Baseline Financial Diaries_1,niger,agaie,NON WAG,niger-agaie-NON WAG-12/9/21,BL01-NWAG-AGAIE-WK 1,12/9/21,1,Fixed,Expenditure,Household,Cost,70959,
390,Midline Financial Diaries,niger,agaie,NON WAG,niger-agaie-NON WAG-12/23/21,BL01-NWAG-AGAIE-WK 3,12/23/21,3,Fixed,Income,Woman Personal,Income,62077,
391,Baseline Financial Diaries_1,niger,agaie,NON WAG,niger-agaie-NON WAG-12/23/21,BL01-NWAG-AGAIE-WK 3,12/23/21,3,Fixed,Expenditure,Household,Cost,70497,
392,Midline Financial Diaries,niger,agaie,WAG,niger-agaie-WAG-12/23/21,BL01-NWAG-AGAIE-WK 3,12/23/21,3,Fixed,Expenditure,Household,Cost,148041,
393,Baseline Financial Diaries_2,niger,agaie,NON WAG,niger-agaie-NON WAG-12/23/21,BL01-NWAG-AGAIE-WK 3,12/23/21,3,Fixed,Expenditure,Household,Cost,139478,
394,Baseline Financial Diaries_1,niger,agaie,NON WAG,niger-agaie-NON WAG-12/23/21,BL01-NWAG-AGAIE-WK 3,12/23/21,3,Fixed,Expenditure,Household,Cost,43670,
395,Midline Financial Diaries,niger,agaie,NON WAG,niger-agaie-NON WAG-12/23/21,BL01-NWAG-AGAIE-WK 3,12/23/21,3,Fixed,Expenditure,Household,Cost,128969,
396,Midline Financial Diaries,niger,agaie,NON WAG,niger-agaie-NON WAG-12/16/21,BL01-NWAG-AGAIE-WK 2,12/16/21,2,Fixed,Income,Business,Income,6812,
397,Baseline Financial Diaries_2,niger,agaie,WAG,niger-agaie-WAG-12/16/21,BL01-NWAG-AGAIE-WK 2,12/16/21,2,Fixed,Expenditure,Household,Cost,100829,
398,Baseline Financial Diaries_2,niger,agaie,NON WAG,niger-agaie-NON WAG-12/16/21,BL01-NWAG-AGAIE-WK 2,12/16/21,2,Fixed,Expenditure,Household,Cost,167145,
399,Baseline Financial Diaries_1,niger,agaie,WAG,niger-agaie-WAG-12/16/21,BL01-NWAG-AGAIE-WK 2,12/16/21,2,Fixed,Expenditure,Household,Cost,116363,
400,Midline Financial Diaries,niger,agaie,NON WAG,niger-agaie-NON WAG-12/16/21,BL01-NWAG-AGAIE-WK 2,12/16/21,2,Fixed,Expenditure,Household,Cost,156597,
401,Baseline Financial Diaries_2,niger,agaie,NON WAG,niger-agaie-NON WAG-12/30/21,BL01-NWAG-AGAIE-WK 4,12/30/21,4,Fixed,Income,Woman Personal,Income,134656,
402,Baseline Financial Diaries_1,niger,agaie,NON WAG,niger-agaie-NON WAG-12/30/21,BL01-NWAG-AGAIE-WK 4,12/30/21,4,Variable,Income,Gift,Financial,22596,
403,Midline Financial Diaries,niger,agaie,WAG,niger-agaie-WAG-12/30/21,BL01-NWAG-AGAIE-WK 4,12/30/21,4,Fixed,Expenditure,Household,Soap,172769,
404,Baseline Financial Diaries_2,niger,agaie,NON WAG,niger-agaie-NON WAG-12/30/21,BL01-NWAG-AGAIE-WK 4,12/30/21,4,Fixed,Expenditure,Household,Firewood,130611,
405,Baseline Financial Diaries_1,niger,agaie,NON WAG,niger-agaie-NON WAG-12/30/21,BL01-NWAG-AGAIE-WK 4,12/30/21,4,Fixed,Expenditure,Household,Salt,161957,
406,Midline Financial Diaries,niger,agaie,NON WAG,niger-agaie-NON WAG-12/30/21,BL01-NWAG-AGAIE-WK 4,12/30/21,4,Fixed,Expenditure,Woman Personal,Pepper,27162,
407,Baseline Financial Diaries_1,niger,agaie,WAG,niger-agaie-WAG-12/30/21,BL01-NWAG-AGAIE-WK 4,12/30/21,4,Variable,Expenditure,Woman Personal,Breakfast,101261,
408,Baseline Financial Diaries_2,niger,agaie,WAG,niger-agaie-WAG-12/30/21,BL01-NWAG-AGAIE-WK 4,12/30/21,4,Variable,Expenditure,Household,Bread,149603,
409,Baseline Financial Diaries_2,niger,agaie,NON WAG,niger-agaie-NON WAG-12/30/21,BL01-NWAG-AGAIE-WK 4,12/30/21,4,Variable,Expenditure,Household,Petroleum,71190,
410,Baseline Financial Diaries_2,niger,agaie,WAG,niger-agaie-WAG-12/30/21,BL02-WAG-AGAIE-WK 4,12/30/21,4,Fixed,Income,Woman Personal,Income,43265,
411,Midline Financial Diaries,niger,agaie,WAG,niger-agaie-WAG-12/30/21,BL02-WAG-AGAIE-WK 4,12/30/21,4,Fixed,Income,Business,Income,7726,
412,Midline Financial Diaries,niger,agaie,WAG,niger-agaie-WAG-12/30/21,BL02-WAG-AGAIE-WK 4,12/30/21,4,Fixed,Income,Business,Income,6329,
413,Baseline Financial Diaries_1,niger,agaie,WAG,niger-agaie-WAG-12/30/21,BL02-WAG-AGAIE-WK 4,12/30/21,4,Variable,Income,Gift,Financial,99133,
414,Baseline Financial Diaries_2,niger,agaie,WAG,niger-agaie-WAG-12/30/21,BL02-WAG-AGAIE-WK 4,12/30/21,4,Fixed,Expenditure,Household,Cost,144128,
415,Baseline Financial Diaries_1,niger,agaie,NON WAG,niger-agaie-NON WAG-12/30/21,BL02-WAG-AGAIE-WK 4,12/30/21,4,Fixed,Expenditure,Household,Purchase,59102,
416,Baseline Financial Diaries_1,niger,agaie,WAG,niger-agaie-WAG-12/30/21,BL02-WAG-AGAIE-WK 4,12/30/21,4,Variable,Expenditure,Woman Personal,Cost,2332,
417,Baseline Financial Diaries_1,niger,agaie,NON WAG,niger-agaie-NON WAG-12/30/21,BL02-WAG-AGAIE-WK 4,12/30/21,4,Variable,Expenditure,Household,Cost,162078,
418,Baseline Financial Diaries_2,niger,agaie,NON WAG,niger-agaie-NON WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Fixed,Income,Woman Personal,Income,16148,
419,Baseline Financial Diaries_2,niger,agaie,WAG,niger-agaie-WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Fixed,Income,Business,Income,72104,
420,Baseline Financial Diaries_2,niger,agaie,WAG,niger-agaie-WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Fixed,Income,Business,Income,388,
421,Midline Financial Diaries,niger,agaie,WAG,niger-agaie-WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Fixed,Income,Business,Income,107604,
422,Baseline Financial Diaries_2,niger,agaie,WAG,niger-agaie-WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Variable,Income,Gift,Gift,6656,
423,Baseline Financial Diaries_1,niger,agaie,WAG,niger-agaie-WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Variable,Income,Household,Respondent,114875,
424,Baseline Financial Diaries_2,niger,agaie,NON WAG,niger-agaie-NON WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Fixed,Expenditure,Household,Cost,148682,
425,Midline Financial Diaries,niger,agaie,WAG,niger-agaie-WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Fixed,Expenditure,Household,Cost,144891,
426,Baseline Financial Diaries_1,niger,agaie,WAG,niger-agaie-WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Fixed,Expenditure,Household,Cost,161512,
427,Baseline Financial Diaries_1,niger,agaie,NON WAG,niger-agaie-NON WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Fixed,Expenditure,Household,Cost,28250,
428,Baseline Financial Diaries_2,niger,agaie,NON WAG,niger-agaie-NON WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Fixed,Expenditure,Household,Cost,59522,
429,Baseline Financial Diaries_1,niger,agaie,NON WAG,niger-agaie-NON WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Variable,Expenditure,Investment,Purchase,9857,Respondent
430,Midline Financial Diaries,niger,agaie,NON WAG,niger-agaie-NON WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Variable,Expenditure,Investment,Purchase,96141,
431,Baseline Financial Diaries_1,niger,agaie,NON WAG,niger-agaie-NON WAG-12/16/21,BL02-WAG-AGAIE-WK 2,12/16/21,2,Variable,Expenditure,Investment,Purchase,38901,
432,Baseline Financial Diaries_1,niger,agaie,WAG,niger-agaie-WAG-12/23/21,BL02-WAG-AGAIE-WK 3,12/23/21,3,Fixed,Income,Woman Personal,Income,21266,
433,Midline Financial Diaries,niger,agaie,NON WAG,niger-agaie-NON WAG-12/23/21,BL02-WAG-AGAIE-WK 3,12/23/21,3,Fixed,Income,Business,Income,4938,
434,Baseline Financial Diaries_1,niger,agaie,WAG,niger-agaie-WAG-12/23/21,BL02-WAG-AGAIE-WK 3,12/23/21,3,Fixed,Income,Business,Income,25185,
