FD_Name,State,Region,Member_Status,File_Name,Respondent ID,Date,Week,Transaction_Nature,Transaction_Type,Transaction_Name,Transaction_Amount,Transaction_Comment
Baseline Financial Diaries_1,Kebbi,Maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Variable,Expenditure,makeup,₦ 1000,She bought some makeup for herself
Baseline Financial Diaries_1,Kebbi,Maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Variable,Expenditure,clothes,₦ 5000,She bought some clothes for her children
Baseline Financial Diaries_1,Kebbi,Maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Fixed,Income,"Tailoring/petty trading

The respondent is the one who has this IGM. She has a sewing machine which she uses at home to sew cloths for children and adults, she also sells soup ingredients like seasoning, salt, palm oil, vegetable oil, onions, peppers and other condiments at home. She made 7000 from the tailoring and 3000 from the petty trading",₦ 10000
Baseline Financial Diaries_1,Kebbi,Maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Fixed,Income,"Business.
Her husband is a businessman who sells livestock such as ram, chicken and dry fish and onion. He buys in bulk from the north and take it to Imo state to sell. The 100000 she told us for this week is an estimate because she did not call to confirm but she is very sure that he makes 100000 and above weekly.",₦ 100000
Baseline Financial Diaries_1,Kebbi,Maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Fixed,Expenditure,"Fresh vegetables such as tomatoes and 
Peppers, onions, spinach and other condiments like seasonings",₦ 2100,She estimated that they spend 300naira daily on these.
Baseline Financial Diaries_1,Kebbi,Maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Fixed,Expenditure,meat,₦ 6000,Her husband sends someone who sells meat to deliver meat to them at home weekly from a town close to theirs
Baseline Financial Diaries_1,Kebbi,Maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Fixed,Expenditure,"Groceries such as milk, sugar, milo, bread, body lotion.",₦ 10000,Husband also pays someone who owns a shop in town to have these things delivered at home pending when it will finish.
Baseline Financial Diaries_1,Kebbi,Maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Fixed,Expenditure,Snacks for children.,₦ 2100,"She buys snacks daily for her 3 children to go to school, which she calculated 300 naira daily"
Baseline Financial Diaries_1,Kebbi,Maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Variable,Expenditure,Medication from pharmacy,₦ 300,Her child had eye problems so she bought eye drops from the PPMV in their community.
Baseline Financial Diaries_1,Kebbi,Maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Variable,Expenditure,makeup,₦ 1600,She bought some makeup for herself which will last for no specific months.
Baseline Financial Diaries_1,Kebbi,Maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Variable,Expenditure,clothes,₦ 700,She bought underwear’s for her children and she does this only when the need arises
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)","₦ 3,000"
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Income,Income from menial jobs: (The respondent works as a laborer on other people’s farm and is paid for work done),"₦ 5,500"
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Income,"Income from sales of farm produce: (During the reporting week, respondent sold soyabeans harvested from her farm). (woman)",₦ 650
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Variable,Income,"Income from sales of farm produce. In the reporting week, the respondent sold soy beans that she bought and stored for a long time then sold off during the data collection season.","₦ 15,000"
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Expenditure,Purchase of Maggi (seasoning for cooking her tofu and household foods.),₦ 300,
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Expenditure,Purchase of palm oil for cooking her tofu and household cooking.,₦ 750,
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Expenditure,Purchase of fish for household cooking.,"₦ 1,600",
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Expenditure,Purchase of soy beans in large quantities for resale and her tofu business.,"₦ 5,000",Respondent purchased a bag of soybean for her tofu business and for resale.
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Variable,Expenditure,Purchase of carpet for household redecoration.,"₦ 6,500",
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Variable,Expenditure,Purchase of Hijab,"₦ 5, 000",
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Variable,Expenditure,Purchase of two pairs of shoes,"₦ 3,000",
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)","₦ 3,000"
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Fixed,Income,Income from menial jobs: (The respondent works as a laborer on other people’s farm and is paid for work done),"₦ 2, 000"
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Variable,Income,"Income from soy beans business. The respondent disclosed that she buys from local farmers, stores and sells off when the price appreciates. She also uses part of it for her tofu business.","₦ 3,000"
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Variable,Income,Monetary gift received from her father,"₦ 2, 000"
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Variable,Income,Recharge card gift,₦ 300
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Fixed,Expenditure,Purchase of Maggi (spice for cooking),₦ 350,
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Fixed,Expenditure,Purchase of fish for household cooking.,₦ 300,
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Fixed,Expenditure,Purchase of meat for household cooking.,₦ 400,
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi/tofu is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)","₦ 3,000"
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Fixed,Income,Income from menial jobs: (The respondent works as a laborer on other people’s farm and is paid for work done),"₦ 2,000"
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Variable,Income,"Income from soy beans business. The respondent disclosed that she buys from local farmers, stores and sells off when the price appreciates. She also uses part of it for her tofu business.","₦ 3,000"
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Variable,Income,Monetary gift received from her father,"₦ 2,000"
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Variable,Income,Recharge card gift,₦ 300
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Fixed,Expenditure,Purchase of Maggi (seasoning for cooking her tofu and household foods.),₦ 350,
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Fixed,Expenditure,Purchase of fish for household cooking.,₦ 300,
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Fixed,Expenditure,Purchase of meat for household cooking.,₦ 400,
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)","₦ 3,000"
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Fixed,Income,Income from soy bean sales,₦ 650
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Fixed,Expenditure,Purchase of soy beans for her tofu business.,"₦ 1,500",
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Fixed,Expenditure,Purchase of fish for household cooking.,₦ 400,
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Variable,Expenditure,Purchase of recharge cards,₦ 200,
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Variable,Expenditure,Purchase of pencil for her child,₦ 50,
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Variable,Expenditure,Purchase of detergent,₦ 200,
Baseline Financial Diaries_1,Niger,Gurara,Non WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Variable,Expenditure,Purchase of bathing soap,₦ 500,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)","₦ 1,500"
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Income,Income from sale of meat. (The respondent’s son is a butcher and sells meat in the market). (man),"₦ 3,000"
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Variable,Income,Income from the son’s fixing a fan. The son is an electronics electrician.,₦ 500
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Variable,Income,Income from sale of cowpea. (The respondent’s son stored cowpeas for a long time to sell when it appreciates from the initial cost price. This is mostly obtainable for seasonal crops) (man),"₦ 15,000"
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Expenditure,Purchase of Maggi (seasoning for her tofu business and household cooking.),₦ 325,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Expenditure,Purchase of palm oil for her tofu business and household cooking,₦ 700,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Expenditure,Purchase of salt for her tofu business and household cooking.,₦ 50,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Expenditure,Purchase of pepper for cooking her tofu and household cooking,₦ 50,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Fixed,Expenditure,Purchase of firewood for her tofu business and household cooking,₦ 750,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Variable,Expenditure,Purchase of fish for household cooking,₦ 200,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 1.docx,BL04-WAG-GURARA-WK 1,4th December 2021,1,Variable,Expenditure,Purchase of slippers for her child,₦ 300,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)","₦ 1,500"
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Income,Income from sale of meat. (The respondent’s son is a butcher and sells meat in the market). (man),"₦ 3,000"
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Expenditure,Purchase of Maggi (seasoning for her tofu business and household cooking.),₦ 325,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Expenditure,Purchase of palm oil for her tofu business and household cooking.,₦ 700,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Expenditure,Purchase of salt for her tofu business and household cooking.,₦ 50,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Expenditure,Purchase of firewood for her tofu business and household cooking,₦ 50,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 2.docx,BL04-WAG-GURARA-WK 2,11th December 2021,2,Fixed,Expenditure,Purchase of fish,₦ 200,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)",₦ 750
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Income,Income from sale of meat. (The respondent’s son is a butcher and sells meat in the market). (man),"₦ 1,000"
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Variable,Income,Money from son to support her to buy hijab.,"₦ 1,500"
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Expenditure,Purchase of Maggi (seasoning for her tofu business and household cooking.),₦ 200,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Expenditure,Purchase of palm oil for her tofu business and household cooking,₦ 700,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Expenditure,Purchase of pepper for cooking her tofu and household cooking,₦ 100,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Expenditure,Purchase of vegetable for household cooking.,₦ 100,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Expenditure,Purchase of spaghetti for household cooking.,₦ 300,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Fixed,Expenditure,Purchase of fish for household cooking,₦ 300,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 3.docx,BL04-WAG-GURARA-WK 3,18th December 2021,3,Variable,Expenditure,Cost of buying a new hijab.,"₦ 1,500",
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Fixed,Income,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)","₦ 2,000"
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Fixed,Income,Income from sale of meat. (The respondent’s son is a butcher and sells meat in the market). (man),"₦ 4,000"
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Income,Income from sales of groundnut,"₦ 10,000"
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Income,Income from the sales of livestock (goat reared by the respondent’s son.,"₦ 15,000"
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Income,Income from the son’s fixing a fan. The son is an electronics electrician and a butcher too.,₦ 500
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Fixed,Expenditure,Purchase of Maggi (seasoning for her tofu business and household cooking.),₦ 325,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Fixed,Expenditure,Purchase of palm oil for her tofu business and household cooking,₦ 700,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Fixed,Expenditure,Purchase of salt for her tofu business and household cooking.,₦ 50,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Cost of purchase of cooking pot,₦ 600,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Cost of purchase of Mat,"₦ 2,000",
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Cost for purchase of chair,₦ 400,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Cost of purchase of biro (pen) for her child’s school,₦ 50,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Cost of purchase of two yards of cloth for her child’s school uniform,"₦ 1,000",
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Cost of purchase of razor blades,₦ 200,
Baseline Financial Diaries_1,Niger,Gurara,WAG,WAG Week 4.docx,BL04-WAG-GURARA-WK 4,25th December 2021,4,Variable,Expenditure,Safety Matches,₦ 200,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Fixed,Income,Income from sachet water hawking,₦ 600
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Fixed,Income,Income from husband’s salary,"₦ 25,000"
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Variable,Income,Income from the husband’s land agent business. (Sale of landed property). The respondent’s husband is into real estate and is paid commissions in percentage.,"₦ 25,000"
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Variable,Income,Income for participating in the FGD and IDI.,"₦ 1,000"
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Variable,Income,Financial support for household upkeep.,"₦ 2, 000"
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing maggi (seasoning) for preparing household meal.,₦ 500,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing palm oil for preparing household meal.,₦ 700,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing rice for preparing household meal.,"₦ 6,500",
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 1.docx,BL01-NWAG-AGAIE-WK 1,9th December 2021,1,Fixed,Expenditure,Cost of purchasing pepper and onions for preparing household meal.,₦ 750,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 3.docx,BL01-NWAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Income,Income from sachet water hawking (woman),"₦ 1,550"
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 3.docx,BL01-NWAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing soap for household use.,₦ 200,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 3.docx,BL01-NWAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing firewood for household use.,₦ 450,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 3.docx,BL01-NWAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing salt for household use.,₦ 200,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 3.docx,BL01-NWAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing pepper for preparing household meal.,₦ 300,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 3.docx,BL01-NWAG-AGAIE-WK 3,23rd December 2021,3,Fixed,Expenditure,Cost of purchasing groundnut oil for preparing household meal.,₦ 150,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 2.docx,BL01-NWAG-AGAIE-WK 2,16th December 2021,2,Fixed,Income,Income from sachet water hawking,"₦ 2,800"
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 2.docx,BL01-NWAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing soap for household use.,₦ 420,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 2.docx,BL01-NWAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing firewood for household use,₦ 400,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 2.docx,BL01-NWAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing groundnut oil for household use.,₦ 150,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 2.docx,BL01-NWAG-AGAIE-WK 2,16th December 2021,2,Fixed,Expenditure,Cost of purchasing salt for household use.,₦ 50,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Fixed,Income,Income from sachet water hawking (woman),"₦ 1,380"
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Variable,Income,Financial gift from husband,₦ 700
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Fixed,Expenditure,Soap,₦ 200,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Fixed,Expenditure,Firewood,₦ 600,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Fixed,Expenditure,Salt,₦ 50,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Fixed,Expenditure,Pepper,₦ 250,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Variable,Expenditure,Breakfast,₦ 350,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Variable,Expenditure,Bread,₦ 200,
Baseline Financial Diaries_1,Niger,Agaie,Non WAG,FD Week 4.docx,BL01-NWAG-AGAIE-WK 4,30th December 2021,4,Variable,Expenditure,Petroleum Jelly,₦ 190,
Baseline Financial Diaries_1,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Fixed,Income,Income from selling detergent/pampers: The respondent sells both detergent and diapers in her home as a means to compliment her other forms income.  (woman),"₦ 11,390"
Baseline Financial Diaries_1,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Fixed,Income,Income from husband’s driving business: (The husband is a commercial driver who commutes passengers from the LGA to the state capital). (Man),"₦ 5,000"
Baseline Financial Diaries_1,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Fixed,Income,Income from frying and selling fried sweet potatoes,"₦ 6,160"
Baseline Financial Diaries_1,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Variable,Income,Financial gift received from friend,₦ 500
Baseline Financial Diaries_1,Niger,Agaie,WAG,FD WAG  Week 4.docx,BL02-WAG-AGAIE-WK 4,30th December 2021,4,Fixed,Expenditure,Cost of purchasing onions for household use.,₦ 200,
