FD_Name,State,Region,Member_Status,File_Name,Respondent ID,Date,Week,Transaction_Nature,Transaction_Type,Transaction_Category1,Transaction_Name,Transaction_Amount,Transaction_Comment,Formatted_Date
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_20122021 week 3.docx,BL01-NWAG- Maiyama -WK3,20/12/2021,3,Variable,Income,Gift,Gift from her father,1000.0,,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_20122021 week 3.docx,BL01-NWAG- Maiyama -WK3,20/12/2021,3,Variable,Income,Gift,Gift from husband,15000.0,,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_20122021 week 3.docx,BL01-NWAG- Maiyama -WK3,20/12/2021,3,Fixed,Expenditure,Miscellaneous,Food stuffs,50000.0,"This includes grains such as corn, guinea corn, rice. Soup ingredients such as fresh vegetables, condiments and local soup ingredients",20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_20122021 week 3.docx,BL01-NWAG- Maiyama -WK3,20/12/2021,3,Fixed,Expenditure,Woman Personal,meat,7000.0,"They bought 1000naira meat daily.
This week the husband sold his remaining old stock for the sum of 3000.",20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_20122021 week 3.docx,BL01-NWAG- Maiyama -WK3,20/12/2021,3,Fixed,Expenditure,Household,"Groceries. Bread, milk, sugar",9500.0,,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_20122021 week 3.docx,BL01-NWAG- Maiyama -WK3,20/12/2021,3,Variable,Expenditure,Health Care,Medication from the pharmacy,3500.0,A household member was ill.,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_week 2.docx,BL01-NWAG- Maiyama -WK2,13/12/2021,2,Fixed,Income,Woman Personal,"petty trading

the respondent sells cold drinks in her fridge at home",7000.0,,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_week 2.docx,BL01-NWAG- Maiyama -WK2,13/12/2021,2,Fixed,Income,Business,"Business.
Her husband is a businessman who sells bush meat which he buys in bulk from Niger republic and sells in badan town in Oyo state",60000.0,,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_week 2.docx,BL01-NWAG- Maiyama -WK2,13/12/2021,2,Fixed,Income,Woman Personal,"Petty trading
One of her co-wives who owns the grinding machine changed her business and started selling groundnut cake and seasoning because her machine packed up",3500.0,,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_week 2.docx,BL01-NWAG- Maiyama -WK2,13/12/2021,2,Fixed,Income,Business,"Tailoring
Another Co wife of the respondent is a tailor who conducts her business at home. The 10000 is an estimated amount because she did not know the specific amount.",8000.0,,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_week 2.docx,BL01-NWAG- Maiyama -WK2,13/12/2021,2,Fixed,Income,Gift,Gift from husband,4000.0,,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_week 2.docx,BL01-NWAG- Maiyama -WK2,13/12/2021,2,Fixed,Income,Gift,Gift from a friend,2500.0,,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_week 2.docx,BL01-NWAG- Maiyama -WK2,13/12/2021,2,Fixed,Income,Gift,Gift from her father,3000.0,,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_week 2.docx,BL01-NWAG- Maiyama -WK2,13/12/2021,2,Fixed,Expenditure,Miscellaneous,Food stuffs,50000.0,"This includes grains such as corn, guinea corn, rice. Soup ingredients such as fresh vegetables, condiments and local soup ingredients",13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_week 2.docx,BL01-NWAG- Maiyama -WK2,13/12/2021,2,Fixed,Expenditure,Woman Personal,meat,2000.0,They only bought 2000 meat this week,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_week 2.docx,BL01-NWAG- Maiyama -WK2,13/12/2021,2,Fixed,Expenditure,Household,"Milk, milo, sugar, bread (breakfast)",14000.0,Breakfast for everyone in the family.,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_week 2.docx,BL01-NWAG- Maiyama -WK2,13/12/2021,2,Fixed,Expenditure,Children,Snacks for children.,1500.0,"The family is an extended family with lots of children in school, they bought snacks such as biscuits, sweets and juice.",13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,NON WAG,kebbi_maiyama_gumbinkure_Financialdiaries_formerandnonwag_week 2.docx,BL01-NWAG- Maiyama -WK2,13/12/2021,2,Variable,Expenditure,Health Care,Medication from pharmacy,2000.0,Bought medicine from the local PPMV when some family members fell ill.,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_20122021 week 3.docx,BL02-WAG-Maiyama-WK3,20/12/2021,3,Fixed,Income,Woman Personal,"Tailoring

The respondent is the one who has this IGM. She has a sewing machine which she uses at home to sew cloths for children and adults.",8500.0,,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_20122021 week 3.docx,BL02-WAG-Maiyama-WK3,20/12/2021,3,Fixed,Income,Business,"Business.
Her husband is a businessman who sells livestock such as ram, chicken and dry fish and onion. He buys in bulk from the north and take it to Imo state to sell. The 100000 she told us for this week is an estimate because she did not call to confirm but she is very sure that he makes 100000 and above weekly.",145000.0,,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_20122021 week 3.docx,BL02-WAG-Maiyama-WK3,20/12/2021,3,Fixed,Income,Business,"Petty trading
The respondent sells soup ingredients such as palm oil, vegetable oil, seasoning and other condiments",19600.0,,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_20122021 week 3.docx,BL02-WAG-Maiyama-WK3,20/12/2021,3,Fixed,Income,Gift,gift,3000.0,,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_20122021 week 3.docx,BL02-WAG-Maiyama-WK3,20/12/2021,3,Fixed,Expenditure,Miscellaneous,Food stuffs,11400.0,"Includes grains such as rice, millet.",20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_20122021 week 3.docx,BL02-WAG-Maiyama-WK3,20/12/2021,3,Fixed,Expenditure,Woman Personal,meat,7000.0,Her husband sends someone who sells meat to deliver meat to them at home weekly from a town close to theirs,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_20122021 week 3.docx,BL02-WAG-Maiyama-WK3,20/12/2021,3,Fixed,Expenditure,Household,"Groceries such as milk, sugar, milo, bread, body lotion, toileteries",10500.0,Husband also pays someone who owns a shop in town to have these things delivered at home pending when it will finish.,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_20122021 week 3.docx,BL02-WAG-Maiyama-WK3,20/12/2021,3,Fixed,Expenditure,Household,Soup ingredients,3150.0,Fresh vegetables and condiments,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_20122021 week 3.docx,BL02-WAG-Maiyama-WK3,20/12/2021,3,Fixed,Expenditure,Household,firewood,1250.0,,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_20122021 week 3.docx,BL02-WAG-Maiyama-WK3,20/12/2021,3,Variable,Expenditure,Health Care,Medication from pharmacy,1500.0,Her child had eye problems so she bought eye drops from the PPMV in their community.,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_20122021 week 3.docx,BL02-WAG-Maiyama-WK3,20/12/2021,3,Variable,Expenditure,Woman Personal,shoe,2000.0,She bought a pair of shoes for herself,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_20122021 week 3.docx,BL02-WAG-Maiyama-WK3,20/12/2021,3,Variable,Expenditure,Household,clothes,7000.0,Bought clothes for herself,20/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_27122021 week 4.docx,BL02-WAG-Maiyama-WK4,27/12/2021,4,Fixed,Income,Woman Personal,"Tailoring

The respondent is the one who has this IGM. She has a sewing machine which she uses at home to sew cloths for children and adults.",10000.0,,27/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_27122021 week 4.docx,BL02-WAG-Maiyama-WK4,27/12/2021,4,Fixed,Income,Business,"Business.
Her husband is a businessman who sells livestock such as ram, chicken and dry fish and onion. He buys in bulk from the north and take it to Imo state to sell. The 100000 she told us for this week is an estimate because she did not call to confirm but she is very sure that he makes 100000 and above weekly.",180000.0,,27/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_27122021 week 4.docx,BL02-WAG-Maiyama-WK4,27/12/2021,4,Fixed,Income,Business,"Petty trading
The respondent sells soup ingredients such as palm oil, vegetable oil, seasoning and other condiments",20000.0,,27/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_27122021 week 4.docx,BL02-WAG-Maiyama-WK4,27/12/2021,4,Fixed,Income,Gift,Gift from husband,2000.0,,27/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_27122021 week 4.docx,BL02-WAG-Maiyama-WK4,27/12/2021,4,Fixed,Income,Gift,Gift from her brother,1000.0,,27/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_27122021 week 4.docx,BL02-WAG-Maiyama-WK4,27/12/2021,4,Fixed,Expenditure,Miscellaneous,Food stuffs,11800.0,"Includes grains such as rice, millet.",27/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_27122021 week 4.docx,BL02-WAG-Maiyama-WK4,27/12/2021,4,Fixed,Expenditure,Woman Personal,meat,7000.0,Her husband sends someone who sells meat to deliver meat to them at home weekly from a town close to theirs,27/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_27122021 week 4.docx,BL02-WAG-Maiyama-WK4,27/12/2021,4,Fixed,Expenditure,Household,"Groceries such as milk, sugar, milo, bread, body lotion, toileteries",10500.0,Husband also pays someone who owns a shop in town to have these things delivered at home pending when it will finish.,27/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_27122021 week 4.docx,BL02-WAG-Maiyama-WK4,27/12/2021,4,Fixed,Expenditure,Household,Soup ingredients,3200.0,Fresh vegetables and condiments,27/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_27122021 week 4.docx,BL02-WAG-Maiyama-WK4,27/12/2021,4,Fixed,Expenditure,Household,firewood,1400.0,,27/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_27122021 week 4.docx,BL02-WAG-Maiyama-WK4,27/12/2021,4,Variable,Expenditure,Health Care,Medication from pharmacy,2000.0,For a sick household member,27/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_WAG_27122021 week 4.docx,BL02-WAG-Maiyama-WK4,27/12/2021,4,Variable,Expenditure,Woman Personal,Cloth (hijab),300.0,She bought a hijab for her daughter,27/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Fixed,Income,Woman Personal,"Tailoring

The respondent is the one who has this IGM. She has a sewing machine which she uses at home to sew cloths for children and adults.",9500.0,,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Fixed,Income,Business,"Business.
Her husband is a businessman who sells livestock such as ram, chicken and dry fish and onion. He buys in bulk from the north and take it to Imo state to sell. The 100000 she told us for this week is an estimate because she did not call to confirm but she is very sure that he makes 100000 and above weekly.",150000.0,,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Fixed,Income,Household,"Petty trading
The respondent also sells soup ingredients at home such as palm oil, groundnut oil, condiments such as seasoning, salt, vegetable.",11500.0,,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Fixed,Income,Gift,Gift from her husband,2000.0,,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Fixed,Income,Gift,Gift from her father,5000.0,,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Fixed,Expenditure,Woman Personal,"Fresh vegetables such as tomatoes and 
Peppers, onions, spinach and other condiments like seasonings",3100.0,She estimated that they spend 300naira daily on these,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Fixed,Expenditure,Woman Personal,meat,7000.0,Her husband sends someone who sells meat to deliver meat to them at home weekly from a town close to theirs,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Fixed,Expenditure,Household,"Groceries such as milk, sugar, milo, bread, body lotion.",10500.0,Husband also pays someone who owns a shop in town to have these things delivered at home pending when it will finish.,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Fixed,Expenditure,Children,Snacks for children.,1600.0,"She buys snacks daily for her 3 children to go to school, which she calculated 300 naira daily",13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Fixed,Expenditure,Agriculture,Food grains,9750.0,"Rice, corn.",13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Variable,Expenditure,Health Care,Medication from pharmacy,1500.0,A child was sick,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Variable,Expenditure,Woman Personal,makeup,1000.0,She bought some makeup for herself,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_wag_13122021 week 2.docx,BL02-WAG-Maiyama-WK2,13/12/2021,2,Variable,Expenditure,Household,clothes,5000.0,She bought some clothes for her children,13/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Fixed,Income,Woman Personal,"Tailoring/petty trading

The respondent is the one who has this IGM. She has a sewing machine which she uses at home to sew cloths for children and adults, she also sells soup ingredients like seasoning, salt, palm oil, vegetable oil, onions, peppers and other condiments at home. She made 7000 from the tailoring and 3000 from the petty trading",10000.0,,06/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Fixed,Income,Business,"Business.
Her husband is a businessman who sells livestock such as ram, chicken and dry fish and onion. He buys in bulk from the north and take it to Imo state to sell. The 100000 she told us for this week is an estimate because she did not call to confirm but she is very sure that he makes 100000 and above weekly.",100000.0,,06/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Fixed,Expenditure,Woman Personal,"Fresh vegetables such as tomatoes and 
Peppers, onions, spinach and other condiments like seasonings",2100.0,She estimated that they spend 300naira daily on these.,06/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Fixed,Expenditure,Woman Personal,meat,6000.0,Her husband sends someone who sells meat to deliver meat to them at home weekly from a town close to theirs,06/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Fixed,Expenditure,Household,"Groceries such as milk, sugar, milo, bread, body lotion.",10000.0,Husband also pays someone who owns a shop in town to have these things delivered at home pending when it will finish.,06/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Fixed,Expenditure,Children,Snacks for children.,2100.0,"She buys snacks daily for her 3 children to go to school, which she calculated 300 naira daily",06/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Variable,Expenditure,Health Care,Medication from pharmacy,300.0,Her child had eye problems so she bought eye drops from the PPMV in their community.,06/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Variable,Expenditure,Woman Personal,makeup,1600.0,She bought some makeup for herself which will last for no specific months.,06/12/2021
Baseline Financial Diaries_1,kebbi,maiyama,WAG,kebbi_maiyama_gumbinkure_Financialdiaries_ wag_06122021  week 1.docx,BL02-WAG-Maiyama-WK1,06/12/2021,1,Variable,Expenditure,Household,clothes,700.0,She bought underwear’s for her children and she does this only when the need arises,06/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Income,Woman Personal,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)",3000.0,,6/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Income,Miscellaneous,Income from menial jobs: (The respondent works as a laborer on other people’s farm and is paid for work done),5500.0,,6/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Income,Woman Personal,"Income from sales of farm produce: (During the reporting week, respondent sold soyabeans harvested from her farm). (woman)",650.0,,6/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Variable,Income,Agriculture,"Income from sales of farm produce. In the reporting week, the respondent sold soy beans that she bought and stored for a long time then sold off during the data collection season.",15000.0,,6/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Expenditure,Investment,Purchase of Maggi (seasoning for cooking her tofu and household foods.),300.0,,6/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Expenditure,Household,Purchase of palm oil for cooking her tofu and household cooking.,750.0,,6/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Expenditure,Household,Purchase of fish for household cooking.,1600.0,,6/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Fixed,Expenditure,Business,Purchase of soy beans in large quantities for resale and her tofu business.,5000.0,Respondent purchased a bag of soybean for her tofu business and for resale.,6/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Variable,Expenditure,Household,Purchase of carpet for household redecoration.,6500.0,,6/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Variable,Expenditure,Investment,Purchase of Hijab,5000.0,,6/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 1.docx,BL03-NWAG-GURARA-WK 1,6th December 2021,1,Variable,Expenditure,Investment,Purchase of two pairs of shoes,3000.0,,6/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Fixed,Income,Woman Personal,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)",3000.0,,20/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Fixed,Income,Miscellaneous,Income from menial jobs: (The respondent works as a laborer on other people’s farm and is paid for work done),2000.0,,20/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Variable,Income,Business,"Income from soy beans business. The respondent disclosed that she buys from local farmers, stores and sells off when the price appreciates. She also uses part of it for her tofu business.",3000.0,,20/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Variable,Income,Gift,Monetary gift received from her father,2000.0,,20/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Variable,Income,Gift,Recharge card gift,300.0,,20/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Fixed,Expenditure,Investment,Purchase of Maggi (spice for cooking),350.0,,20/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Fixed,Expenditure,Household,Purchase of fish for household cooking.,300.0,,20/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 3.docx,BL03-NWAG-GURARA-WK 3,20th December 2021,3,Fixed,Expenditure,Household,Purchase of meat for household cooking.,400.0,,20/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Fixed,Income,Woman Personal,"Income from Madidi/Tofu sales: (Madidi/tofu is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)",3000.0,,13/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Fixed,Income,Miscellaneous,Income from menial jobs: (The respondent works as a laborer on other people’s farm and is paid for work done),2000.0,,13/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Variable,Income,Business,"Income from soy beans business. The respondent disclosed that she buys from local farmers, stores and sells off when the price appreciates. She also uses part of it for her tofu business.",3000.0,,13/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Variable,Income,Gift,Monetary gift received from her father,2000.0,,13/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Variable,Income,Gift,Recharge card gift,300.0,,13/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Fixed,Expenditure,Investment,Purchase of Maggi (seasoning for cooking her tofu and household foods.),350.0,,13/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Fixed,Expenditure,Household,Purchase of fish for household cooking.,300.0,,13/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 2.docx,BL03-NWAG-GURARA-WK 2,13th December 2021,2,Fixed,Expenditure,Household,Purchase of meat for household cooking.,400.0,,13/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Fixed,Income,Woman Personal,"Income from Madidi/Tofu sales: (Madidi is a local staple food. It is a thick porridge, gel-like fermented millet or corn. It is mainly consumed as breakfast). (Woman)",3000.0,,27/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Fixed,Income,Business,Income from soy bean sales,650.0,,27/12/2021
Baseline Financial Diaries_1,niger,gurara,NON WAG,FD Week 4.docx,BL03-NWAG-GURARA-WK 4,27th December 2021,4,Fixed,Expenditure,Business,Purchase of soy beans for her tofu business.,1500.0,,27/12/2021
